accuracy,loss,val_accuracy,val_loss
0.9741098284721375,0.06537491828203201,0.9772521257400513,0.05285122990608215
0.9763954281806946,0.05633462220430374,0.977246880531311,0.050436295568943024
0.9766072630882263,0.054324228316545486,0.9775205850601196,0.05016051232814789
0.977007269859314,0.05294095352292061,0.9764626622200012,0.053249336779117584
0.977295458316803,0.052269257605075836,0.9782100915908813,0.04824449494481087
0.9774454832077026,0.05137631669640541,0.9782995581626892,0.04724055528640747
0.9776073098182678,0.05092338100075722,0.9786153435707092,0.046524614095687866
0.9777257442474365,0.050249893218278885,0.9786574244499207,0.047205086797475815
0.9777717590332031,0.05002027377486229,0.978952169418335,0.04639880359172821
0.9780257344245911,0.04946604371070862,0.97879958152771,0.04663162678480148
0.978116512298584,0.04911995679140091,0.9794048070907593,0.04586907476186752
0.9782073497772217,0.04897229000926018,0.979267954826355,0.045449405908584595
0.9783165454864502,0.04873545095324516,0.9793153405189514,0.044804494827985764
0.9784889221191406,0.04826284945011139,0.9793679714202881,0.04605933651328087
0.9784678816795349,0.04813852533698082,0.9792048335075378,0.04464380443096161
0.9786401987075806,0.047761570662260056,0.9795837998390198,0.04402121901512146
0.9786323308944702,0.047628212720155716,0.9793258905410767,0.044411178678274155
0.9787546992301941,0.047308795154094696,0.9799153804779053,0.04395058751106262
0.9787810444831848,0.047166284173727036,0.9801521897315979,0.04369610548019409
0.9789783954620361,0.046854376792907715,0.9800890684127808,0.04399821162223816
0.9789139032363892,0.04684838652610779,0.9799996018409729,0.04373875632882118
0.9788323640823364,0.04676786810159683,0.98006272315979,0.04326768219470978
0.9790836572647095,0.04645255208015442,0.9800785183906555,0.043106064200401306
0.9791533946990967,0.04632098600268364,0.9803153872489929,0.04311525449156761
0.9790652394294739,0.04617241024971008,0.9803680181503296,0.042687371373176575
0.979194164276123,0.04617331176996231,0.9806995987892151,0.04262150451540947
0.9793941974639893,0.04592138156294823,0.9806785583496094,0.042288314551115036
0.9792954921722412,0.04588644951581955,0.9810575246810913,0.041961394250392914
0.9793994426727295,0.04568709433078766,0.9806943535804749,0.042772021144628525
0.9796586632728577,0.04551710560917854,0.9807838201522827,0.042462076991796494
0.9794994592666626,0.04549156129360199,0.9807838201522827,0.04193590581417084
0.9796599745750427,0.045448560267686844,0.9811469912528992,0.0416380800306797
0.9794757962226868,0.04538766294717789,0.981110155582428,0.041747719049453735
0.9796560406684875,0.04520552232861519,0.9810417294502258,0.04170623794198036
0.9797099828720093,0.0451696403324604,0.981262743473053,0.041757818311452866
0.979762613773346,0.045085079967975616,0.9814627766609192,0.041048500686883926
0.9797994494438171,0.04488099366426468,0.9811364412307739,0.04166414961218834
0.9799849987030029,0.044758353382349014,0.981236457824707,0.041287172585725784
0.9799087047576904,0.044800981879234314,0.9813206791877747,0.04117002710700035
0.9797350168228149,0.04480971768498421,0.9813101291656494,0.04158250615000725
0.9799994826316833,0.04453897103667259,0.9813048839569092,0.040956515818834305
0.980019211769104,0.04422009363770485,0.9815312027931213,0.041282862424850464
0.97989422082901,0.044490717351436615,0.9814732670783997,0.04143448919057846
0.9799047112464905,0.044379230588674545,0.9817364811897278,0.04073655977845192
0.9800639748573303,0.04432488605380058,0.9820680618286133,0.04067610949277878
0.9800889492034912,0.04443078488111496,0.9816469550132751,0.04052336886525154
0.9801021218299866,0.04427598416805267,0.9819996356964111,0.0408954992890358
0.9801073670387268,0.0441647432744503,0.9816259145736694,0.04098694026470184
0.9802389740943909,0.043913017958402634,0.9816417098045349,0.04003257676959038
0.9801863431930542,0.04395091533660889,0.9814680218696594,0.040648434311151505
