accuracy,loss,val_accuracy,val_loss
0.9620963931083679,0.10443006455898285,0.9777416586875916,0.057411275804042816
0.9744835495948792,0.06992018967866898,0.9785048365592957,0.053329285234212875
0.9756848812103271,0.06502123922109604,0.9785048365592957,0.052258167415857315
0.9761783480644226,0.06237780302762985,0.9783995747566223,0.05339923873543739
0.9767507314682007,0.060489434748888016,0.9793469309806824,0.04904155805706978
0.9770599007606506,0.059086840599775314,0.9791258573532104,0.049699485301971436
0.9772889018058777,0.0581994466483593,0.9799469709396362,0.04753155633807182
0.9774401783943176,0.057205040007829666,0.9797258973121643,0.04816485568881035
0.9778296947479248,0.056639838963747025,0.979936420917511,0.04876760393381119
0.9779441356658936,0.056150492280721664,0.9802469611167908,0.046218376606702805
0.9781244397163391,0.05546294525265694,0.9806048274040222,0.04517580196261406
0.9783744215965271,0.054960064589977264,0.9802680015563965,0.046441785991191864
0.9783323407173157,0.054704874753952026,0.9804522395133972,0.04679563641548157
0.9783310294151306,0.05459962785243988,0.9809733033180237,0.0442747138440609
0.9784336686134338,0.054203785955905914,0.9809259176254272,0.04460419714450836
0.9785428643226624,0.05394818261265755,0.9805259108543396,0.04541151225566864
0.9787310361862183,0.053437430411577225,0.9805259108543396,0.04596567898988724
0.9786652326583862,0.053471844643354416,0.9807469844818115,0.04483102262020111
0.9788112640380859,0.05294451117515564,0.9812943339347839,0.043659891933202744
0.9789205193519592,0.053047213703393936,0.9812101125717163,0.04408528283238411
0.9791455268859863,0.05260374769568443,0.9809995889663696,0.044236648827791214
0.9788638949394226,0.05290788784623146,0.9813785552978516,0.043384850025177
0.9789468050003052,0.05240442231297493,0.981425940990448,0.04328145086765289
0.9789928793907166,0.05216653645038605,0.9811311960220337,0.04443355277180672
0.9791020750999451,0.052174389362335205,0.9815364480018616,0.042652010917663574
0.979194164276123,0.05168718844652176,0.9815943241119385,0.04236464947462082
0.9791876077651978,0.051772590726614,0.9816943407058716,0.04255072772502899
0.9791231155395508,0.05163317918777466,0.9817838072776794,0.042810287326574326
0.9792112708091736,0.051534123718738556,0.9816785454750061,0.04336676001548767
0.9793455004692078,0.051402099430561066,0.9819259643554688,0.04190078005194664
0.9794455170631409,0.051157597452402115,0.9819101691246033,0.042433302849531174
0.9797179102897644,0.051167309284210205,0.9820101261138916,0.04133753478527069
0.9794955253601074,0.05112743005156517,0.9818101525306702,0.04224485158920288
0.979350745677948,0.05107031390070915,0.9819522500038147,0.0422058068215847
0.9795678853988647,0.050903595983982086,0.9820101261138916,0.041644852608442307
0.9795204997062683,0.05065608397126198,0.9822943806648254,0.041020285338163376
0.9795678853988647,0.05069206282496452,0.9823838472366333,0.04087362065911293
0.9794784188270569,0.050558362156152725,0.9819522500038147,0.042250171303749084
0.9795994758605957,0.0505049005150795,0.9813891053199768,0.043262217193841934
0.9796086549758911,0.05060584470629692,0.9823943376541138,0.04117606580257416
0.9796889424324036,0.050318554043769836,0.9823312163352966,0.04081125184893608
0.9795600175857544,0.050183579325675964,0.9822311997413635,0.04109610989689827
0.9796297550201416,0.05032035708427429,0.9818417429924011,0.04206189140677452
0.9796863198280334,0.050024572759866714,0.9823048710823059,0.041010841727256775
0.9797231554985046,0.05008914694190025,0.9823048710823059,0.0414324626326561
0.9797455072402954,0.04998745769262314,0.9820785522460938,0.041835326701402664
0.9798915982246399,0.04960937052965164,0.9820943474769592,0.04174089804291725
0.9798718094825745,0.049767665565013885,0.9821838140487671,0.04078731685876846
0.9797560572624207,0.050038307905197144,0.9824943542480469,0.04048832505941391
0.9798376560211182,0.049814920872449875,0.9824838638305664,0.04035702347755432
