accuracy,loss,val_accuracy,val_loss
0.972099244594574,0.06933093816041946,0.975599467754364,0.05718943849205971
0.9765927791595459,0.055021461099386215,0.9771679639816284,0.051462914794683456
0.9768244028091431,0.05348587408661842,0.9770679473876953,0.051558349281549454
0.9768809676170349,0.05286026373505592,0.9767310619354248,0.05320986732840538
0.9769994020462036,0.052136339247226715,0.9764152765274048,0.05241613835096359
0.9770678281784058,0.05174542963504791,0.9771468639373779,0.05079828202724457
0.9770888686180115,0.05108027532696724,0.9772310853004456,0.0506122000515461
0.9772125482559204,0.050928279757499695,0.9771416187286377,0.05049292743206024
0.9772046804428101,0.05060761421918869,0.977278470993042,0.04974997788667679
0.977170467376709,0.05055154487490654,0.9773153066635132,0.049889784306287766
0.9770467877388,0.05038938671350479,0.9773363471031189,0.04968804121017456
0.9773901700973511,0.05010243505239487,0.9767679572105408,0.05083082988858223
0.977427065372467,0.04984339699149132,0.9769942760467529,0.050685204565525055
0.9772928357124329,0.049892179667949677,0.9773153066635132,0.050035879015922546
0.9773980975151062,0.04965636506676674,0.9774416089057922,0.04921496659517288
0.9774007201194763,0.0496378093957901,0.9773626923561096,0.04930552467703819
0.9775165319442749,0.04947492107748985,0.9770573973655701,0.050117481499910355
0.9776309728622437,0.04929453507065773,0.9774627089500427,0.04922077804803848
0.9774796962738037,0.04927971959114075,0.9775732159614563,0.04963308200240135
0.9775349497795105,0.04925287887454033,0.9762784242630005,0.05139673501253128
0.9775310158729553,0.04923776164650917,0.9776942729949951,0.04997021332383156
0.9775441288948059,0.049023423343896866,0.9770258069038391,0.04988374933600426
0.9776007533073425,0.04904676228761673,0.9768521189689636,0.04992625489830971
0.9776178598403931,0.048949722200632095,0.9770100712776184,0.050394102931022644
0.9776007533073425,0.04883521795272827,0.9774205684661865,0.049555156379938126
0.9777138829231262,0.04874048009514809,0.9775890111923218,0.050647929310798645
0.9775665402412415,0.04902193322777748,0.9771890044212341,0.0494181253015995
0.9777875542640686,0.04855775833129883,0.9775311350822449,0.04907652735710144
0.9776560068130493,0.048742055892944336,0.9777416586875916,0.04824184626340866
0.9776941537857056,0.048614032566547394,0.9775679707527161,0.04866085201501846
0.9778059720993042,0.048598144203424454,0.9773995280265808,0.04880190268158913
0.9777704477310181,0.04842559993267059,0.977625846862793,0.04845874011516571
0.977774441242218,0.048395004123449326,0.9777100682258606,0.04845637455582619
0.9777138829231262,0.04845864698290825,0.9771626591682434,0.04885977506637573
0.977677047252655,0.048401910811662674,0.9777048230171204,0.04866914823651314
0.9778454899787903,0.04823761433362961,0.9777679443359375,0.04863956570625305
0.9778586030006409,0.04817261919379234,0.9778363704681396,0.04799362272024155
0.9777796864509583,0.048287104815244675,0.9776679277420044,0.04829392209649086
0.9778414964675903,0.04817942529916763,0.9778205752372742,0.04820689931511879
0.9777323007583618,0.04827099293470383,0.9778732061386108,0.04831216111779213
0.9779481291770935,0.04795123636722565,0.9779205918312073,0.047980017960071564
0.9779770374298096,0.04781103506684303,0.9775416254997253,0.04953198507428169
0.978023111820221,0.047853756695985794,0.977973222732544,0.04781582951545715
0.9781704545021057,0.04746098816394806,0.9778942465782166,0.04791082441806793
0.9780665040016174,0.04742522910237312,0.9697414636611938,0.08846859633922577
0.978083610534668,0.04756048694252968,0.9779468774795532,0.04794842749834061
0.9782665371894836,0.047421060502529144,0.9784100651741028,0.04708939045667648
0.9788099527359009,0.04632048308849335,0.9791469573974609,0.04599650204181671
0.9801337122917175,0.04384339228272438,0.981615424156189,0.04130903258919716
0.9814152717590332,0.04191989451646805,0.9833575487136841,0.03854908049106598
